<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20060614,1.2543,1.2648,1.2532,1.2606,0
EURUSD,20060615,1.2605,1.2657,1.2579,1.2636,0
EURUSD,20060616,1.2637,1.2674,1.2615,1.2638,0
EURUSD,20060618,1.2639,1.2652,1.263,1.2632,0
EURUSD,20060619,1.2633,1.2643,1.2549,1.2577,0
EURUSD,20060620,1.2575,1.2618,1.2536,1.2588,0
EURUSD,20060621,1.2588,1.2678,1.2583,1.266,0
EURUSD,20060622,1.2658,1.2679,1.2548,1.2582,0
EURUSD,20060623,1.2581,1.2588,1.2476,1.2508,0
EURUSD,20060625,1.2507,1.2518,1.2499,1.2509,0
EURUSD,20060626,1.2507,1.2604,1.25,1.2587,0
EURUSD,20060627,1.2586,1.2619,1.2559,1.2565,0
EURUSD,20060628,1.2568,1.2589,1.2511,1.2541,0
EURUSD,20060629,1.2542,1.2668,1.2518,1.2661,0
EURUSD,20060630,1.2661,1.2795,1.2656,1.279,0
EURUSD,20060702,1.279,1.2791,1.2778,1.2787,0
EURUSD,20060703,1.2786,1.2823,1.276,1.2799,0
EURUSD,20060704,1.2798,1.2823,1.2774,1.2785,0
EURUSD,20060705,1.2787,1.284,1.2703,1.273,0
EURUSD,20060706,1.2728,1.2784,1.2718,1.2772,0
EURUSD,20060707,1.2771,1.2863,1.2756,1.2819,0
EURUSD,20060709,1.2818,1.282,1.2805,1.2805,0
EURUSD,20060710,1.2805,1.2814,1.2718,1.2741,0
EURUSD,20060711,1.2744,1.2777,1.2704,1.2764,0
EURUSD,20060712,1.2765,1.2779,1.2671,1.2709,0
EURUSD,20060713,1.2711,1.273,1.2662,1.2693,0
EURUSD,20060714,1.2691,1.2696,1.2624,1.2647,0
EURUSD,20060716,1.2647,1.2647,1.2631,1.2638,0
EURUSD,20060717,1.2637,1.2642,1.2509,1.2517,0
EURUSD,20060718,1.2514,1.2559,1.2471,1.2501,0
EURUSD,20060719,1.2499,1.2609,1.2456,1.2596,0
EURUSD,20060720,1.2595,1.2652,1.2586,1.263,0
EURUSD,20060721,1.263,1.2707,1.2625,1.2696,0
EURUSD,20060723,1.2698,1.2708,1.2697,1.2705,0
EURUSD,20060724,1.2706,1.2706,1.2607,1.262,0
EURUSD,20060725,1.2621,1.2673,1.2559,1.258,0
EURUSD,20060726,1.2581,1.2724,1.2557,1.2709,0
EURUSD,20060727,1.2713,1.2773,1.268,1.2696,0
EURUSD,20060728,1.269,1.2772,1.2654,1.2745,0
EURUSD,20060730,1.2745,1.2766,1.2745,1.2761,0
EURUSD,20060731,1.2762,1.2784,1.2737,1.2772,0
EURUSD,20060801,1.2769,1.2829,1.2717,1.2816,0
EURUSD,20060802,1.2816,1.2834,1.2772,1.2789,0
EURUSD,20060803,1.2788,1.2832,1.274,1.2796,0
EURUSD,20060804,1.2797,1.2911,1.2766,1.2873,0
EURUSD,20060806,1.2872,1.2886,1.2872,1.2883,0
EURUSD,20060807,1.288,1.2891,1.2827,1.2841,0
EURUSD,20060808,1.2839,1.2893,1.2764,1.2772,0
EURUSD,20060809,1.2768,1.2902,1.2766,1.2872,0
EURUSD,20060810,1.2871,1.2913,1.2743,1.2789,0
EURUSD,20060811,1.279,1.2798,1.2706,1.2723,0
EURUSD,20060813,1.2723,1.2732,1.2709,1.2727,0
EURUSD,20060814,1.273,1.2761,1.2706,1.2718,0
EURUSD,20060815,1.2721,1.2804,1.2692,1.2788,0
EURUSD,20060816,1.2788,1.2866,1.2768,1.2842,0
EURUSD,20060817,1.2841,1.2887,1.2812,1.2831,0
EURUSD,20060818,1.2831,1.2846,1.278,1.2809,0
EURUSD,20060820,1.2811,1.2839,1.2809,1.2837,0
EURUSD,20060821,1.2837,1.2937,1.283,1.2871,0
EURUSD,20060822,1.2868,1.2885,1.2781,1.2809,0
EURUSD,20060823,1.2808,1.2851,1.2771,1.2778,0
EURUSD,20060824,1.2778,1.2843,1.2748,1.2759,0
EURUSD,20060825,1.2761,1.2783,1.2722,1.2751,0
EURUSD,20060827,1.2751,1.2764,1.2751,1.2758,0
EURUSD,20060828,1.2759,1.282,1.2752,1.279,0
EURUSD,20060829,1.2792,1.2839,1.2746,1.2825,0
EURUSD,20060830,1.2827,1.2853,1.2805,1.2837,0
EURUSD,20060831,1.2836,1.2878,1.2784,1.2799,0
EURUSD,20060901,1.2805,1.2846,1.2754,1.2832,0
EURUSD,20060903,1.2832,1.2847,1.2832,1.2847,0
EURUSD,20060904,1.2849,1.2874,1.2836,1.2854,0
EURUSD,20060905,1.2855,1.2863,1.2793,1.2819,0
EURUSD,20060906,1.2819,1.2831,1.2767,1.2816,0
EURUSD,20060907,1.2818,1.283,1.2705,1.2728,0
EURUSD,20060908,1.2728,1.2738,1.2648,1.2671,0
EURUSD,20060910,1.2672,1.2672,1.2661,1.2668,0
EURUSD,20060911,1.267,1.2741,1.2646,1.2707,0
EURUSD,20060912,1.2707,1.2733,1.267,1.2692,0
EURUSD,20060913,1.269,1.2718,1.2661,1.2694,0
EURUSD,20060914,1.2695,1.2752,1.2673,1.2718,0
EURUSD,20060915,1.2717,1.2736,1.2628,1.2657,0
EURUSD,20060917,1.2658,1.2658,1.2627,1.2642,0
EURUSD,20060918,1.264,1.271,1.2629,1.2706,0
EURUSD,20060919,1.2704,1.2727,1.2648,1.2677,0
EURUSD,20060920,1.2675,1.2728,1.266,1.2686,0
EURUSD,20060921,1.2684,1.2798,1.2682,1.2775,0
EURUSD,20060922,1.278,1.2829,1.2757,1.2777,0
EURUSD,20060924,1.2777,1.2794,1.2775,1.2789,0
EURUSD,20060925,1.2787,1.2819,1.2729,1.2745,0
EURUSD,20060926,1.2746,1.2761,1.2659,1.2686,0
EURUSD,20060927,1.2685,1.2719,1.2669,1.2701,0
EURUSD,20060928,1.2702,1.2732,1.2675,1.2701,0
EURUSD,20060929,1.2699,1.2712,1.2636,1.2678,0
EURUSD,20061001,1.2679,1.2685,1.2674,1.2674,0
EURUSD,20061002,1.2675,1.2759,1.2658,1.2738,0
EURUSD,20061003,1.2738,1.2764,1.2717,1.2733,0
EURUSD,20061004,1.2731,1.2739,1.2665,1.2708,0
EURUSD,20061005,1.2712,1.2726,1.2672,1.2694,0
EURUSD,20061006,1.2693,1.2713,1.257,1.26,0
EURUSD,20061008,1.2601,1.2601,1.2583,1.2588,0
EURUSD,20061009,1.2588,1.2613,1.2582,1.2592,0
EURUSD,20061010,1.2593,1.2613,1.2514,1.2528,0
EURUSD,20061011,1.2529,1.2558,1.2493,1.252,0
EURUSD,20061012,1.2521,1.2567,1.2513,1.2556,0
EURUSD,20061013,1.2555,1.2578,1.2482,1.2516,0
EURUSD,20061015,1.2517,1.2517,1.2494,1.2503,0
EURUSD,20061016,1.2497,1.2541,1.2489,1.2537,0
EURUSD,20061017,1.2537,1.2565,1.2498,1.2542,0
EURUSD,20061018,1.2542,1.2562,1.2498,1.2538,0
EURUSD,20061019,1.2534,1.2641,1.253,1.2624,0
EURUSD,20061020,1.2625,1.2639,1.2595,1.2612,0
EURUSD,20061022,1.2616,1.2616,1.2616,1.2616,0
EURUSD,20061023,1.2616,1.262,1.2533,1.2548,0
EURUSD,20061024,1.2547,1.2577,1.2521,1.2557,0
EURUSD,20061025,1.2556,1.2621,1.2552,1.2609,0
EURUSD,20061026,1.2611,1.2702,1.2608,1.2692,0
EURUSD,20061027,1.2691,1.2753,1.266,1.2734,0
EURUSD,20061029,1.2728,1.2732,1.2719,1.2726,0
EURUSD,20061030,1.2729,1.2736,1.2696,1.2722,0
EURUSD,20061031,1.2707,1.2783,1.2675,1.2763,0
EURUSD,20061101,1.2753,1.2799,1.2741,1.2748,0
EURUSD,20061102,1.2766,1.2784,1.2751,1.2779,0
EURUSD,20061103,1.2775,1.2791,1.2681,1.2719,0
EURUSD,20061105,1.2716,1.2719,1.2702,1.2715,0
EURUSD,20061106,1.2716,1.2732,1.2688,1.2725,0
EURUSD,20061107,1.2724,1.282,1.2721,1.2779,0
EURUSD,20061108,1.2777,1.2809,1.2744,1.2758,0
EURUSD,20061109,1.2759,1.2847,1.2748,1.283,0
EURUSD,20061110,1.2833,1.2899,1.2829,1.2841,0
EURUSD,20061112,1.285,1.2856,1.2844,1.2845,0
EURUSD,20061113,1.2846,1.2878,1.2792,1.2822,0
EURUSD,20061114,1.282,1.2871,1.2787,1.2809,0
EURUSD,20061115,1.2812,1.2833,1.277,1.2822,0
EURUSD,20061116,1.2822,1.2841,1.278,1.2789,0
EURUSD,20061117,1.2788,1.2845,1.276,1.2842,0
EURUSD,20061119,1.2823,1.2832,1.2818,1.2818,0
EURUSD,20061120,1.2819,1.285,1.28,1.2813,0
EURUSD,20061121,1.2814,1.2854,1.2796,1.2841,0
EURUSD,20061122,1.2839,1.2958,1.2836,1.2938,0
EURUSD,20061123,1.2936,1.2975,1.2926,1.2951,0
EURUSD,20061124,1.2948,1.3108,1.2946,1.3079,0
EURUSD,20061126,1.3159,1.3162,1.315,1.3156,0
EURUSD,20061127,1.3155,1.3157,1.3084,1.313,0
EURUSD,20061128,1.313,1.3217,1.3115,1.3201,0
EURUSD,20061129,1.3198,1.3218,1.3125,1.3144,0
EURUSD,20061130,1.3146,1.3275,1.314,1.3249,0
EURUSD,20061201,1.3249,1.3347,1.3217,1.3343,0
EURUSD,20061203,1.3364,1.3364,1.3349,1.3351,0
EURUSD,20061204,1.3353,1.3355,1.328,1.3335,0
EURUSD,20061205,1.3332,1.3364,1.3285,1.3313,0
EURUSD,20061206,1.3315,1.3341,1.3251,1.3284,0
EURUSD,20061207,1.3284,1.3324,1.3274,1.3283,0
EURUSD,20061208,1.3284,1.3365,1.3187,1.3195,0
EURUSD,20061210,1.3182,1.3194,1.318,1.3186,0
EURUSD,20061211,1.3184,1.3264,1.3128,1.325,0
EURUSD,20061212,1.3247,1.3293,1.321,1.3279,0
EURUSD,20061213,1.3282,1.3287,1.3188,1.3216,0
EURUSD,20061214,1.3215,1.3255,1.3139,1.3157,0
EURUSD,20061215,1.3151,1.3187,1.3058,1.3072,0
EURUSD,20061217,1.3081,1.3085,1.3078,1.3082,0
EURUSD,20061218,1.308,1.3117,1.305,1.3101,0
EURUSD,20061219,1.3102,1.3215,1.3079,1.3205,0
EURUSD,20061220,1.3205,1.3245,1.3158,1.3184,0
EURUSD,20061221,1.3184,1.3214,1.3138,1.3181,0
EURUSD,20061222,1.3181,1.3214,1.3105,1.3118,0
EURUSD,20061226,1.3133,1.314,1.3089,1.3109,0
EURUSD,20061227,1.3106,1.3179,1.3098,1.3123,0
EURUSD,20061228,1.3122,1.3201,1.3104,1.3144,0
EURUSD,20061229,1.3144,1.3205,1.3137,1.3193,0
EURUSD,20070102,1.3214,1.3297,1.3212,1.3272,0
EURUSD,20070103,1.3271,1.329,1.3144,1.3168,0
EURUSD,20070104,1.3167,1.3181,1.3074,1.3086,0
EURUSD,20070105,1.3085,1.3104,1.2979,1.2996,0
EURUSD,20070107,1.301,1.301,1.3001,1.3006,0
EURUSD,20070108,1.3006,1.3039,1.2968,1.3036,0
EURUSD,20070109,1.3037,1.3053,1.2983,1.2993,0
EURUSD,20070110,1.2992,1.3003,1.2928,1.2935,0
EURUSD,20070111,1.2935,1.3017,1.2879,1.2893,0
EURUSD,20070112,1.2893,1.2943,1.285,1.2921,0
EURUSD,20070114,1.2925,1.2929,1.2918,1.2926,0
EURUSD,20070115,1.2925,1.2958,1.2913,1.2931,0
EURUSD,20070116,1.2931,1.2989,1.2905,1.2917,0
EURUSD,20070117,1.2914,1.295,1.2881,1.2936,0
EURUSD,20070118,1.2936,1.2977,1.2895,1.2959,0
EURUSD,20070119,1.296,1.3004,1.2912,1.2956,0
EURUSD,20070121,1.2955,1.2963,1.2953,1.296,0
EURUSD,20070122,1.2957,1.2979,1.2921,1.2948,0
EURUSD,20070123,1.295,1.3044,1.2926,1.302,0
EURUSD,20070124,1.3021,1.3036,1.2945,1.2959,0
EURUSD,20070125,1.296,1.3004,1.2912,1.2937,0
EURUSD,20070126,1.2934,1.2944,1.2868,1.293,0
EURUSD,20070128,1.2921,1.2925,1.2906,1.2924,0
EURUSD,20070129,1.2922,1.2967,1.2896,1.296,0
EURUSD,20070130,1.296,1.2982,1.2938,1.2964,0
EURUSD,20070131,1.2962,1.3037,1.2922,1.3018,0
EURUSD,20070201,1.3023,1.3054,1.3,1.3015,0
EURUSD,20070202,1.3018,1.3065,1.2947,1.2959,0
EURUSD,20070204,1.2955,1.2962,1.2954,1.2958,0
EURUSD,20070205,1.2959,1.2966,1.291,1.2932,0
EURUSD,20070206,1.2931,1.299,1.291,1.2981,0
EURUSD,20070207,1.2983,1.3025,1.2963,1.302,0
EURUSD,20070208,1.3021,1.3042,1.2972,1.3036,0
EURUSD,20070209,1.3035,1.3045,1.298,1.3003,0
EURUSD,20070211,1.3021,1.3022,1.3001,1.3019,0
EURUSD,20070212,1.3018,1.3037,1.2937,1.2959,0
EURUSD,20070213,1.2955,1.3043,1.2952,1.3029,0
EURUSD,20070214,1.3029,1.3151,1.3014,1.3134,0
EURUSD,20070215,1.3138,1.3174,1.3115,1.3131,0
EURUSD,20070216,1.3133,1.3144,1.3091,1.3133,0
EURUSD,20070218,1.3156,1.3157,1.3145,1.3146,0
EURUSD,20070219,1.3146,1.3161,1.3121,1.3143,0
EURUSD,20070220,1.3152,1.319,1.3126,1.3146,0
EURUSD,20070221,1.3147,1.3167,1.3108,1.3134,0
EURUSD,20070222,1.3138,1.3142,1.3078,1.3121,0
EURUSD,20070223,1.3122,1.3189,1.3099,1.3166,0
EURUSD,20070225,1.3176,1.3186,1.3162,1.3181,0
EURUSD,20070226,1.318,1.3198,1.315,1.3193,0
EURUSD,20070227,1.3193,1.3258,1.3158,1.3227,0
EURUSD,20070228,1.3229,1.3236,1.3177,1.3227,0
EURUSD,20070301,1.3227,1.324,1.3126,1.3169,0
EURUSD,20070302,1.3168,1.3202,1.3138,1.3161,0
EURUSD,20070304,1.3205,1.321,1.3182,1.3184,0
EURUSD,20070305,1.3182,1.3193,1.307,1.3086,0
EURUSD,20070306,1.3082,1.3141,1.3079,1.3135,0
EURUSD,20070307,1.3135,1.3185,1.3102,1.3178,0
EURUSD,20070308,1.3176,1.3183,1.3114,1.3138,0
EURUSD,20070309,1.3135,1.316,1.3084,1.3114,0
EURUSD,20070311,1.3114,1.3126,1.3106,1.3125,0
EURUSD,20070312,1.3125,1.3201,1.3106,1.3185,0
EURUSD,20070313,1.3185,1.3223,1.3153,1.3185,0
EURUSD,20070314,1.3187,1.3245,1.3174,1.323,0
EURUSD,20070315,1.3234,1.328,1.3191,1.3279,0
EURUSD,20070316,1.3279,1.334,1.3271,1.3303,0
EURUSD,20070318,1.3316,1.332,1.331,1.3315,0
EURUSD,20070319,1.3317,1.3326,1.3277,1.3309,0
EURUSD,20070320,1.3311,1.3323,1.3267,1.3316,0
EURUSD,20070321,1.3315,1.3412,1.3285,1.3395,0
EURUSD,20070322,1.3395,1.3402,1.3308,1.3332,0
EURUSD,20070323,1.333,1.3342,1.3275,1.3292,0
EURUSD,20070325,1.3285,1.3288,1.3257,1.3265,0
EURUSD,20070326,1.3265,1.3347,1.3249,1.3331,0
EURUSD,20070327,1.3329,1.3369,1.3318,1.3362,0
EURUSD,20070328,1.3361,1.3374,1.3306,1.3311,0
EURUSD,20070329,1.331,1.3354,1.3298,1.3331,0
EURUSD,20070330,1.3331,1.3402,1.3286,1.3354,0
EURUSD,20070401,1.3373,1.3374,1.3352,1.3355,0
EURUSD,20070402,1.3354,1.3384,1.3329,1.3367,0
EURUSD,20070403,1.3367,1.3382,1.3318,1.3334,0
EURUSD,20070404,1.3328,1.3381,1.3315,1.3371,0
EURUSD,20070405,1.3373,1.3443,1.335,1.3429,0
EURUSD,20070406,1.3428,1.343,1.3361,1.3387,0
EURUSD,20070408,1.3372,1.3375,1.3369,1.337,0
EURUSD,20070409,1.337,1.3379,1.3337,1.3353,0
EURUSD,20070410,1.3354,1.3456,1.3347,1.3427,0
EURUSD,20070411,1.3428,1.3442,1.3403,1.3437,0
EURUSD,20070412,1.3436,1.3505,1.343,1.3485,0
EURUSD,20070413,1.3486,1.3551,1.3478,1.3526,0
EURUSD,20070415,1.3568,1.3578,1.3557,1.3574,0
EURUSD,20070416,1.3572,1.3575,1.3519,1.3526,0
EURUSD,20070417,1.3527,1.3599,1.3522,1.3569,0
EURUSD,20070418,1.3568,1.3618,1.3541,1.3613,0
EURUSD,20070419,1.3609,1.3628,1.356,1.362,0
EURUSD,20070420,1.3621,1.3637,1.3584,1.3585,0
EURUSD,20070422,1.3603,1.3607,1.3597,1.3602,0
EURUSD,20070423,1.3601,1.3603,1.3538,1.3581,0
EURUSD,20070424,1.358,1.3643,1.3546,1.3633,0
EURUSD,20070425,1.3629,1.3664,1.3619,1.3635,0
EURUSD,20070426,1.3636,1.3654,1.3581,1.3586,0
EURUSD,20070427,1.3586,1.3682,1.3585,1.3649,0
EURUSD,20070429,1.3633,1.3648,1.3621,1.3639,0
EURUSD,20070430,1.3635,1.3679,1.3586,1.365,0
EURUSD,20070501,1.3649,1.3672,1.3587,1.3596,0
EURUSD,20070502,1.3596,1.3613,1.3559,1.3585,0
EURUSD,20070503,1.3586,1.3622,1.3536,1.3553,0
EURUSD,20070504,1.3552,1.361,1.3532,1.3587,0
EURUSD,20070506,1.3581,1.36,1.3505,1.3584,0
EURUSD,20070507,1.3594,1.3628,1.3515,1.3597,0
EURUSD,20070508,1.3598,1.362,1.3512,1.3538,0
EURUSD,20070509,1.354,1.3566,1.3517,1.3524,0
EURUSD,20070510,1.3524,1.3562,1.3463,1.348,0
EURUSD,20070511,1.348,1.3531,1.3458,1.3523,0
EURUSD,20070513,1.3526,1.3536,1.3515,1.3529,0
EURUSD,20070514,1.3532,1.3558,1.3522,1.3539,0
EURUSD,20070515,1.3541,1.361,1.3525,1.3591,0
EURUSD,20070516,1.3591,1.3609,1.3502,1.3521,0
EURUSD,20070517,1.3519,1.3544,1.3476,1.3491,0
EURUSD,20070518,1.3491,1.352,1.3463,1.3508,0
EURUSD,20070520,1.3518,1.3525,1.3509,1.3522,0
EURUSD,20070521,1.3521,1.3524,1.3435,1.3464,0
EURUSD,20070522,1.3464,1.3477,1.3436,1.3449,0
EURUSD,20070523,1.3448,1.35,1.341,1.3455,0
EURUSD,20070524,1.3456,1.3461,1.3413,1.3425,0
EURUSD,20070525,1.3426,1.3472,1.3409,1.3451,0
EURUSD,20070527,1.3447,1.3451,1.3443,1.3448,0
EURUSD,20070528,1.3447,1.3458,1.3442,1.345,0
EURUSD,20070529,1.3449,1.3521,1.3417,1.3442,0
EURUSD,20070530,1.3443,1.3457,1.3404,1.343,0
EURUSD,20070531,1.3428,1.3476,1.3415,1.3452,0
EURUSD,20070601,1.3454,1.3464,1.339,1.3444,0
EURUSD,20070603,1.3443,1.3446,1.3436,1.3441,0
EURUSD,20070604,1.3436,1.3498,1.343,1.3487,0
EURUSD,20070605,1.3487,1.3554,1.3483,1.3519,0
EURUSD,20070606,1.3518,1.3541,1.3482,1.3492,0
EURUSD,20070607,1.3489,1.3513,1.3421,1.3424,0
EURUSD,20070608,1.3424,1.3426,1.3318,1.3367,0
EURUSD,20070610,1.3361,1.3364,1.3355,1.3358,0
EURUSD,20070611,1.3359,1.3362,1.3329,1.3352,0
EURUSD,20070612,1.3352,1.3372,1.3299,1.3304,0
EURUSD,20070613,1.3302,1.3323,1.3262,1.3307,0
EURUSD,20070614,1.3307,1.3324,1.3277,1.3313,0
EURUSD,20070615,1.3312,1.3392,1.3303,1.339,0
EURUSD,20070617,1.3378,1.3382,1.336,1.3381,0
EURUSD,20070618,1.338,1.3417,1.3377,1.3413,0
EURUSD,20070619,1.3413,1.3436,1.3382,1.342,0
EURUSD,20070620,1.342,1.3438,1.3393,1.3393,0
EURUSD,20070621,1.3394,1.3406,1.337,1.3391,0
EURUSD,20070622,1.339,1.347,1.338,1.3466,0
EURUSD,20070624,1.3465,1.3467,1.3462,1.3462,0
EURUSD,20070625,1.3462,1.3474,1.3437,1.3463,0
EURUSD,20070626,1.3462,1.3477,1.3429,1.3446,0
EURUSD,20070627,1.3444,1.3459,1.3412,1.3452,0
EURUSD,20070628,1.3454,1.3483,1.3421,1.3444,0
EURUSD,20070629,1.3444,1.3546,1.3428,1.3546,0
EURUSD,20070701,1.3544,1.3547,1.3539,1.354,0
EURUSD,20070702,1.354,1.364,1.3526,1.3628,0
EURUSD,20070703,1.363,1.3634,1.3583,1.3611,0
EURUSD,20070704,1.361,1.3633,1.3603,1.3611,0
EURUSD,20070705,1.3615,1.366,1.3576,1.3597,0
EURUSD,20070706,1.3597,1.3642,1.3564,1.3623,0
EURUSD,20070708,1.3632,1.3635,1.3622,1.3626,0
EURUSD,20070709,1.3626,1.3639,1.3609,1.362,0
EURUSD,20070710,1.3621,1.3788,1.3592,1.3755,0
EURUSD,20070711,1.376,1.378,1.3728,1.375,0
EURUSD,20070712,1.375,1.38,1.3741,1.3783,0
EURUSD,20070713,1.3782,1.3813,1.376,1.3787,0
EURUSD,20070715,1.3777,1.3785,1.3768,1.3771,0
EURUSD,20070716,1.3772,1.3803,1.3757,1.3773,0
EURUSD,20070717,1.3772,1.38,1.3755,1.3789,0
EURUSD,20070718,1.3787,1.3836,1.375,1.3803,0
EURUSD,20070719,1.3802,1.3831,1.3784,1.3794,0
EURUSD,20070720,1.3797,1.385,1.3778,1.3836,0
EURUSD,20070722,1.3834,1.384,1.3827,1.3832,0
EURUSD,20070723,1.3832,1.3844,1.3793,1.3802,0
EURUSD,20070724,1.38,1.3852,1.3795,1.3821,0
EURUSD,20070725,1.3822,1.3828,1.3695,1.3722,0
EURUSD,20070726,1.3723,1.3772,1.3691,1.3747,0
EURUSD,20070727,1.3745,1.3754,1.3624,1.3634,0
EURUSD,20070729,1.3613,1.3628,1.3608,1.3625,0
EURUSD,20070730,1.3629,1.3719,1.3618,1.371,0
EURUSD,20070731,1.371,1.3728,1.3668,1.367,0
EURUSD,20070801,1.3668,1.3708,1.3634,1.3675,0
EURUSD,20070802,1.3674,1.3708,1.3648,1.3704,0
EURUSD,20070803,1.3702,1.3819,1.3681,1.3784,0
EURUSD,20070805,1.3832,1.3839,1.3811,1.3816,0
EURUSD,20070806,1.3817,1.3839,1.378,1.3795,0
EURUSD,20070807,1.3794,1.3815,1.3733,1.374,0
EURUSD,20070808,1.374,1.3825,1.3721,1.3802,0
EURUSD,20070809,1.3799,1.3818,1.3651,1.3671,0
EURUSD,20070810,1.3671,1.3704,1.3639,1.3678,0
EURUSD,20070812,1.3685,1.3693,1.3683,1.3687,0
EURUSD,20070813,1.3687,1.3707,1.36,1.3609,0
EURUSD,20070814,1.3608,1.3626,1.3526,1.353,0
EURUSD,20070815,1.3531,1.3534,1.3414,1.3424,0
EURUSD,20070816,1.3424,1.3447,1.3359,1.3421,0
EURUSD,20070817,1.3423,1.3546,1.3369,1.3474,0
EURUSD,20070819,1.3474,1.349,1.3473,1.3483,0
EURUSD,20070820,1.3482,1.3507,1.3458,1.3472,0
EURUSD,20070821,1.3471,1.3521,1.345,1.3451,0
EURUSD,20070822,1.3453,1.3557,1.3449,1.3548,0
EURUSD,20070823,1.3547,1.3587,1.3531,1.3554,0
EURUSD,20070824,1.3555,1.3682,1.3553,1.3681,0
EURUSD,20070826,1.3669,1.3676,1.3662,1.3672,0
EURUSD,20070827,1.3671,1.3685,1.3632,1.3635,0
EURUSD,20070828,1.3635,1.368,1.3594,1.3595,0
EURUSD,20070829,1.3595,1.368,1.3562,1.3671,0
EURUSD,20070830,1.3669,1.3676,1.3589,1.3639,0
EURUSD,20070831,1.3641,1.372,1.362,1.3629,0
EURUSD,20070902,1.3627,1.3635,1.3627,1.3631,0
EURUSD,20070903,1.3632,1.3655,1.3604,1.3611,0
EURUSD,20070904,1.3611,1.3634,1.3551,1.3616,0
EURUSD,20070905,1.3617,1.3672,1.3567,1.3651,0
EURUSD,20070906,1.365,1.3708,1.3632,1.3694,0
EURUSD,20070907,1.3692,1.3798,1.3662,1.3771,0
EURUSD,20070909,1.3777,1.3781,1.3773,1.3776,0
EURUSD,20070910,1.3773,1.3816,1.3764,1.3807,0
EURUSD,20070911,1.3806,1.3847,1.3777,1.3837,0
EURUSD,20070912,1.3837,1.3913,1.3822,1.3904,0
EURUSD,20070913,1.3907,1.393,1.3861,1.3863,0
EURUSD,20070914,1.3865,1.3895,1.3842,1.3874,0
EURUSD,20070916,1.3871,1.3871,1.3864,1.3865,0
EURUSD,20070917,1.3864,1.3888,1.3847,1.3863,0
EURUSD,20070918,1.3863,1.3987,1.3826,1.3978,0
EURUSD,20070919,1.3977,1.3988,1.3933,1.3966,0
EURUSD,20070920,1.3965,1.4099,1.396,1.4077,0
EURUSD,20070921,1.4075,1.4121,1.4041,1.4073,0
EURUSD,20070923,1.4091,1.4094,1.4074,1.4088,0
EURUSD,20070924,1.4088,1.4131,1.4067,1.4073,0
EURUSD,20070925,1.4071,1.4154,1.406,1.415,0
EURUSD,20070926,1.4151,1.4164,1.411,1.4129,0
EURUSD,20070927,1.413,1.4189,1.4122,1.4149,0
EURUSD,20070928,1.4148,1.4279,1.4135,1.4269,0
EURUSD,20070930,1.4277,1.4281,1.426,1.4267,0
EURUSD,20071001,1.4268,1.4276,1.4209,1.4234,0
EURUSD,20071002,1.4233,1.4238,1.4136,1.4149,0
EURUSD,20071003,1.4149,1.42,1.4081,1.4097,0
EURUSD,20071004,1.4098,1.4149,1.4065,1.4131,0
EURUSD,20071005,1.4131,1.4158,1.4029,1.4131,0
EURUSD,20071007,1.4149,1.415,1.4135,1.4145,0
EURUSD,20071008,1.4145,1.4151,1.4035,1.4045,0
EURUSD,20071009,1.4045,1.4112,1.4013,1.4105,0
EURUSD,20071010,1.4104,1.4172,1.4088,1.4138,0
EURUSD,20071011,1.4138,1.424,1.4132,1.42,0
EURUSD,20071012,1.4198,1.4213,1.4151,1.4171,0
EURUSD,20071014,1.4173,1.4176,1.4162,1.4164,0
EURUSD,20071015,1.4164,1.4243,1.416,1.4202,0
EURUSD,20071016,1.4201,1.4227,1.4143,1.4174,0
EURUSD,20071017,1.4172,1.4231,1.4155,1.4215,0
EURUSD,20071018,1.4215,1.431,1.4193,1.4293,0
EURUSD,20071019,1.4292,1.4318,1.4243,1.4302,0
EURUSD,20071021,1.433,1.4334,1.432,1.4327,0
EURUSD,20071022,1.4329,1.435,1.4122,1.4175,0
EURUSD,20071023,1.4175,1.4278,1.417,1.4254,0
EURUSD,20071024,1.4255,1.4267,1.4186,1.4259,0
EURUSD,20071025,1.426,1.4345,1.4233,1.4323,0
EURUSD,20071026,1.4322,1.4397,1.4311,1.4394,0
EURUSD,20071028,1.4411,1.4411,1.4411,1.4411,0
EURUSD,20071029,1.4411,1.4439,1.4374,1.442,0
EURUSD,20071030,1.4419,1.4444,1.4364,1.4438,0
EURUSD,20071031,1.4436,1.4502,1.4417,1.447,0
EURUSD,20071101,1.4472,1.4479,1.4401,1.4425,0
EURUSD,20071102,1.4425,1.4527,1.4419,1.4486,0
EURUSD,20071104,1.4517,1.452,1.4502,1.4502,0
EURUSD,20071105,1.4503,1.4509,1.4441,1.4475,0
EURUSD,20071106,1.4473,1.4569,1.4467,1.4561,0
EURUSD,20071107,1.4562,1.473,1.4551,1.4619,0
EURUSD,20071108,1.462,1.4703,1.4619,1.4677,0
EURUSD,20071109,1.4675,1.4752,1.4629,1.4659,0
EURUSD,20071111,1.4644,1.4667,1.4644,1.4654,0
EURUSD,20071112,1.4655,1.4665,1.4518,1.452,0
EURUSD,20071113,1.4521,1.4632,1.4519,1.462,0
EURUSD,20071114,1.4618,1.4725,1.461,1.4646,0
